frame,numero_pers,distance_x,distance_y,distance_z
63,0,-111.54971499999999,-223.72335,0
64,1,-8.152877500000002,191.90937,0
64,0,-110.825715,-211.983295,0
65,1,-7.934484000000001,191.19257499999998,0
65,0,-112.23043999999999,-214.12805500000002,0
66,1,-7.7898270000000025,192.42592000000002,0
66,0,-112.735885,-210.931845,0
67,1,-7.713345999999998,190.88123000000002,0
67,0,-111.39299,-194.33168,0
68,1,-7.185074999999998,192.26198499999998,0
68,0,-111.778723,-198.044345,0
69,1,-6.633142500000002,192.14945,0
69,0,-108.890925,-176.59857,0
70,1,-5.142651000000001,191.039585,0
70,0,-108.96614500000001,-174.57129,0
71,1,-3.1006870000000006,191.34213,0
71,0,-110.627028,-177.96252,0
72,1,-2.5375639999999997,185.1212,0
72,0,-113.32418999999999,-190.398165,0
73,1,-0.9697764999999983,179.468565,0
73,0,-115.556895,-200.471725,0
74,1,1.7097055000000019,177.13115,0
74,0,-116.56422,-212.147015,0
75,1,4.277037,173.71364,0
75,0,-117.7267475,-220.12092,0
76,1,4.896247500000001,172.91522500000002,0
76,0,-117.95782249999999,-221.82273499999997,0
77,1,5.798427499999999,173.460765,0
77,0,-116.6159175,-208.176775,0
78,1,7.5684635,169.978645,0
78,0,-109.242435,-187.229195,0
79,1,10.481290999999999,166.0237,0
79,0,-106.88899,-182.300815,0
80,1,17.098037500000004,162.456025,0
80,0,-104.753055,-200.22035,0
81,1,26.3252715,156.50753,0
81,0,-102.08923300000001,-212.48422499999998,0
82,1,34.34569315,151.18364000000003,0
82,0,-101.51972950000001,-295.18102999999996,0
83,1,38.2434873,155.04277000000002,0
83,0,-96.320535,-227.99822,0
84,1,39.900648,156.84413999999998,0
84,0,-91.097105,-236.44191,0
85,1,40.07395065,157.385065,0
85,0,-94.3174095,-242.490705,0
86,1,40.757584200000004,156.79988500000002,0
86,0,-99.99105499999999,-243.75869,0
87,1,40.352381349999995,158.754715,0
87,0,-103.074862,-243.31495999999999,0
88,1,39.89955645,157.64387,0
88,0,-105.68263250000001,-240.10009499999998,0
89,1,39.537089,157.30993,0
89,0,-105.69191000000001,-241.640985,0
90,1,39.4706934,158.09563500000002,0
90,0,-100.80166,-275.71765,0
91,1,39.87477785,159.06287,0
91,0,-89.36040700000001,-305.807685,0
92,1,39.681353699999995,158.419225,0
92,0,-83.76196999999999,-291.838575,0
93,1,38.6618768,157.219405,0
93,0,-85.0919245,-318.490865,0
94,1,37.1389645,163.362905,0
94,0,-85.31383,-334.60322499999995,0
95,1,34.0120573,169.687815,0
95,0,-80.95576700000001,-283.55089,0
96,1,28.3215231,173.977595,0
96,0,-77.787211,-278.864275,0
97,1,22.061829,177.50069000000002,0
97,0,-78.5350325,-296.2077,0
98,1,17.027678,190.833075,0
98,0,-84.673069,-300.780505,0
99,1,14.652137999999999,206.18729000000002,0
99,0,-91.4578075,-340.8826,0
100,1,14.872682000000001,213.88205499999998,0
100,0,-82.403176,-336.66032,0
101,1,15.0984175,216.754755,0
101,0,-115.4801075,-327.69034,0
102,1,14.128303999999998,217.98363999999998,0
102,0,-116.43345,-261.170805,0
103,1,10.3415915,216.15750500000001,0
103,0,-118.9506,-255.96329500000002,0
104,1,3.2425154999999997,217.36898,0
104,0,-118.77656,-249.438595,0
105,1,-4.680412499999999,222.342025,0
105,0,-119.34881000000001,-245.10343,0
106,1,-8.493648499999999,232.18932,0
106,0,-117.92204749999999,-243.3716,0
107,1,-10.303975999999999,239.586275,0
107,0,-121.99167249999999,-323.39125,0
108,1,-10.697426,247.31375500000001,0
108,0,-121.7479425,-332.202765,0
109,1,-10.776626500000003,248.90935,0
109,0,-121.96193500000001,-331.568115,0
110,1,-11.251207,250.25680499999999,0
110,0,-126.00223,-341.43646,0
111,1,-11.901885,250.61864,0
111,0,-129.19888,-345.825465,0
112,1,-12.112925,249.89364,0
112,0,-129.839935,-278.302875,0
113,1,-12.440302500000001,250.351915,0
113,0,-120.692075,-293.58860000000004,0
114,1,-13.022206500000001,251.0747,0
114,0,-134.297145,-313.757575,0
115,1,-12.791303499999998,250.148725,0
115,0,-121.2273425,-301.78738999999996,0
116,1,-11.252326,245.87903,0
116,0,-120.939345,-288.388665,0
117,1,-7.739630000000002,236.62258,0
117,0,-130.34660000000002,-280.319645,0
118,1,-2.8135189999999994,228.771795,0
118,0,-133.44071,-327.4409,0
119,1,3.364931500000001,222.66652,0
119,0,-125.073092,-317.302825,0
120,1,8.764833499999998,218.2756,0
120,0,-119.947237,-330.27269,0
121,1,14.2472865,218.31333999999998,0
121,0,-114.0424615,-340.111895,0
122,1,22.152983,217.31504,0
122,0,-109.880989,-354.445575,0
123,1,32.853245,218.45466499999998,0
123,0,-104.28762900000001,-356.02122499999996,0
124,1,46.652846499999995,225.85093,0
124,0,-103.043465,-354.74211,0
125,1,60.415651499999996,234.298465,0
125,0,-102.003694,-348.30814,0
126,1,70.25370000000001,239.812255,0
126,0,-100.832128,-343.24717499999997,0
127,1,75.5926455,240.633805,0
127,0,-100.47739,-346.62708999999995,0
128,1,77.9017685,245.655195,0
128,0,-100.1259775,-354.387735,0
129,1,77.0183185,251.44528,0
129,0,-99.5679715,-356.33073,0
130,1,76.90331,254.56509499999999,0
130,0,-97.01616,-360.48772,0
131,1,77.9871165,257.78408,0
131,0,-94.76536999999999,-368.701815,0
132,1,81.2740955,260.816105,0
132,0,-93.1484015,-369.16641500000003,0
133,1,84.8734575,265.48048500000004,0
133,0,-92.571905,-366.28399,0
134,1,88.4303235,266.33331,0
134,0,-93.98601500000001,-370.550945,0
135,1,91.63759,269.41497000000004,0
135,0,-96.5628775,-370.02110500000003,0
136,1,94.94279499999999,273.897245,0
136,0,-97.266623,-372.70075999999995,0
137,1,96.800477,280.76239,0
137,0,-97.579133,-372.43881,0
138,1,97.35011,283.93537000000003,0
138,0,-97.301838,-373.40848,0
139,1,96.702485,286.607255,0
139,0,-94.5198,-377.31624999999997,0
140,1,95.68834,289.208665,0
140,0,-91.33856499999999,-386.36889499999995,0
141,1,95.050562,293.523755,0
141,0,-87.38622749999999,-396.63441,0
142,1,94.631508,296.17951,0
142,0,-83.714978,-411.34593,0
143,1,93.0357975,298.233365,0
143,0,-79.1001275,-430.01646500000004,0
144,1,91.234362,300.55077,0
144,0,-73.279325,-441.03784,0
145,1,89.58740800000001,306.46693500000003,0
145,0,-69.01767000000001,-454.23539,0
146,1,86.624945,316.42215,0
146,0,-64.8519235,-462.831465,0
147,1,84.69232500000001,327.00421,0
147,0,-59.239393500000006,-470.006775,0
148,1,84.0969,334.548405,0
148,0,-55.5781165,-467.866275,0
149,1,83.255635,340.67824,0
149,0,-51.6459065,-469.66958999999997,0
150,1,82.617761,344.03165,0
150,0,-47.738659999999996,-474.52824499999997,0
151,1,82.680139,344.44186,0
151,0,-44.89644800000001,-479.28333999999995,0
152,1,82.9688365,344.558395,0
152,0,-40.60324,-488.87974499999996,0
153,1,83.98637,341.3208,0
153,0,-34.784896,-501.965765,0
154,1,83.910275,339.869185,0
154,0,-28.909445,-514.7882999999999,0
155,1,83.2407205,338.738605,0
155,0,-20.3443335,-526.79322,0
156,1,82.36386,339.61224000000004,0
156,0,-13.684460000000001,-537.0976,0
157,1,81.3902575,342.20659,0
157,0,-6.51175575,-548.29852,0
158,1,80.614865,342.294115,0
158,0,0.9447485000000002,-550.4972250000001,0
159,1,79.25639,343.43390999999997,0
159,0,9.6171835,-564.258145,0
160,1,77.163834,341.58867,0
160,0,17.6714435,-579.737985,0
161,1,74.9115185,338.444385,0
161,0,24.30984158,-587.8431,0
162,1,72.178222,336.57268,0
162,0,29.6841142,-594.4119149999999,0
163,1,69.040268,337.880365,0
163,0,35.901875000000004,-599.2500749999999,0
